-37.78851619,153.444458
-37.88397404,153.374193
-37.87235769,153.050109
-37.87693432,153.424072
-37.80252469,145.0359796
-37.84808725,144.9598947
-37.76808962,145.1228828
-37.93942436,153.37997
-37.7981877,153.016354
-37.88424951,153.366487
-37.91290176,152.9739403
-37.75604282,153.4006182
-37.85683663,151.938856
-37.84684345,152.9743899
-37.76609123,144.8542914
-37.86864653,145.0676196
-37.82240941,145.0492763
-37.71667202,145.0320786
-37.83761282,144.9194765
-37.81876407,153.1526223
-37.79896367,153.0059269
-37.86862324,145.0811426
-37.82000225,153.0643223
-37.79078343,152.952961
-37.93629727,153.386546
-37.77452226,145.0629921
-37.77484689,152.9492696
-37.8393437,145.052272
-37.93981411,153.4013574
-37.82019399,153.1518321
-37.81627997,153.391815
-37.76742835,153.1327964
-37.83398253,145.070679
-37.88848195,153.0454671
-37.81640764,144.8907943
-37.78788558,153.367464
-37.86887494,144.8923174
-37.80266271,153.0003966
-37.81726075,153.387482
-37.81074574,152.9961949
-37.80376208,153.0599376
-37.81925934,145.0606089
-37.77610197,153.424881
-37.82146499,145.0299925
-37.9101661,152.9729163
-37.78491951,153.359884
-37.69432106,152.9742434
-37.82213292,145.0291416
-37.82781062,153.0768298
-37.77850236,152.9743694
-37.83051492,153.388489
-37.82636495,145.0601439
-37.8218114,145.0291483
-37.84121832,144.9600325
-37.93209059,153.381134
-37.77484212,152.9394994
-37.81766572,153.3894425
-37.91215979,152.9741773
-37.80479706,144.8669548
-37.81112797,152.9914055
-37.8045801,153.446203
-37.85444806,153.0262138
-37.86210747,151.953278
-37.75654381,153.413467
-37.82041038,153.1528134
-37.76699608,153.054016
-37.79589843,153.4071424
-37.90548942,152.9741136
-37.81875904,152.9877691
-37.81757381,144.8917206
-37.72998693,153.412827
-37.88937524,153.3321146
-37.83533114,153.0781364
-37.76460142,152.949392
-37.78076884,153.0703798
-37.85030236,153.0439107
-37.7998244,153.440186
-37.76620069,152.9483292
-37.85374839,153.322265
-37.81094229,153.0582391
-37.90424474,145.1095596
-37.79746074,145.1149663
-37.87594613,144.9395518
-37.79976214,153.37585
-37.8161388,144.9929532
-37.77272758,144.967826
-37.81847167,153.0693981
-37.87760386,145.0587301
-37.72999011,153.419733
-37.84164433,144.9206701
-37.8045107,144.9703335
-37.82891756,145.0702082
-37.79172665,152.9571697
-37.76940868,144.859514
-37.81607312,145.0606146
-37.80294483,153.0198091
-37.81914996,153.0649205
-37.9181141,152.9390508
-37.88818877,153.0460451
-37.83189457,145.0707319
-37.74260428,153.0062823
-37.78195784,153.451138
-37.7583426,153.4163087
-37.82281462,144.9975891
-37.90005051,144.9657523
-37.88691495,153.0433612
-37.87604776,151.93718
-37.84687178,145.0570453
-37.86192615,151.955622
-37.70029269,152.974191
-37.72739643,153.084609
-37.82436152,153.0178799
-37.81195704,152.9515274
-37.80367174,152.9518945
-37.78719958,153.440764
-37.83986558,144.9385406
-37.82618222,152.9982317
-37.894172,153.06121
-37.78513017,144.8881892
-37.77602088,152.9495784
-37.76669022,153.0509874
-37.85697587,151.9351921
-37.82739141,153.0013508
